Word,Age of Acquisition Rating,Familiarity,Concreteness,Imageability,Meaningfulness: Coloradao Norms,Meaningfulness: Pavio Norms,AoA_Count,Familiarity_Count,Concreteness_Count,Imageability_Count,Meaningfulness_Colorado_Count,Meaningfulness_Paivio_Count,AoA_Std,Familiarity_Std,Concreteness_Std,Imageability_Std,Meaningfulness_Colorado_Std,Meaningfulness_Paivio_Std,AoA_Range,Familiarity_Range,Concreteness_Range,Imageability_Range,Meaningfulness_Colorado_Range,Meaningfulness_Paivio_Range,Source_Count,Source_Row_Count,Source_Words,Review_Required,Review_Reasons
café,,531.0,568.0,625.0,479.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,CAFE,no,
calix,,124.0,320.0,248.0,158.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,CALIX,no,
carol,,489.0,535.0,499.0,402.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,CAROL,no,
cello,,295.0,,,,,0,1,0,0,0,0,,,,,,,,0,,,,,1,1,CELLO,no,
cembalo,511.0,301.0,623.0,537.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,HARPSICHORD,no,
cent,433.0,473.0,544.0,518.0,434.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,CENT,no,
chaos,469.0,458.0,325.0,491.3333,,588.0,2,3,3,3,0,1,0.0,5.6569,18.3848,19.3276,,,0.0,12,39.0,41.0,,0.0,2,3,CHAOS;HAVOC,yes,multiple_english_sources
chaotisch,,439.0,313.0,434.0,448.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,CHAOTIC,no,
charmant,,514.0,386.0,461.0,470.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,CHARMING,no,
charme,456.0,514.0,352.0,455.0,475.0,613.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,CHARM,no,
charta,,402.0,466.0,406.0,,489.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,CHARTER,no,
chef,,528.0,527.5,549.5,455.0,594.5,0,6,6,6,3,6,,46.0,24.5,4.5,0.0,13.5,,92,49.0,9.0,0.0,27.0,2,6,BOSS;CHIEF,yes,multiple_english_sources
chemie,,533.0,374.0,458.0,435.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,CHEMISTRY,no,
china,,507.0,578.0,597.0,474.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,CHINA,no,
chinchilla,,393.0,558.0,530.0,322.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,CHINCHILLA,no,
chlor,586.0,433.0,591.0,480.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,CHLORINE,no,
chlorid,,391.0,547.0,435.0,,575.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,CHLORIDE,no,
chor,,526.0,567.0,567.0,418.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,CHOIR,no,
choral,,411.0,460.0,490.0,337.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,CHORAL,no,
chow,561.0,298.0,443.0,326.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,CHOW,no,
chrom,528.0,385.0,555.0,491.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,CHROME,no,
chronologie,631.0,302.0,266.0,291.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,CHRONOLOGY,no,
clever,333.0,515.0,313.0,378.0,402.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,CLEVER,no,
clinch,,474.0,369.0,423.0,381.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,CLINCH,no,
clown,,386.5,522.5,491.0,373.5,450.0,0,6,6,6,6,3,,124.5,104.5,98.0,98.5,0.0,,249,209.0,196.0,197.0,0.0,2,6,BUFFOON;CLOWN,yes,high_concreteness_range;high_concreteness_std;high_familiarity_range;high_familiarity_std;high_imageability_range;high_imageability_std;high_meaningfulness_colorado_range;high_meaningfulness_colorado_std;multiple_english_sources
cockpit,,481.0,576.0,594.0,346.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,COCKPIT,no,
cocktail,,511.0,576.0,604.0,488.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,COCKTAIL,no,
code,,464.0,432.0,460.0,,663.0,0,3,3,3,0,3,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,3,CODE,no,
cola,,585.0,580.0,623.0,447.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,COKE,no,
cookie,,585.0,634.0,600.0,502.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,COOKIE,no,
cool,,567.0,364.0,429.0,427.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,COOL,no,
coolness,428.0,451.0,350.0,462.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,COOLNESS,no,
corse,622.0,220.0,360.0,183.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,CORSE,no,
couch,,521.0,578.0,536.0,473.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,COUCH,no,
coulomb,,176.0,317.0,257.0,222.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,COULOMB,no,
cousin,278.0,515.0,502.0,478.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,COUSIN,no,
cowboy,,521.0,,,,,0,1,0,0,0,0,,,,,,,,0,,,,,1,1,COWBOY,no,
cranberry,,483.0,596.0,649.0,393.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,CRANBERRY,no,
cuttle,600.0,184.0,417.0,213.0,,,4,4,4,4,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,4,CUTTLE,no,
cylix,,117.0,335.0,204.0,156.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,CYLIX,no,
dach,,552.0,586.0,604.0,433.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,ROOF,no,
dachboden,,176.0,538.0,429.0,,412.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,GARRET,no,
dachrinne,,467.0,498.0,506.0,327.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,GUTTER,no,
dachüberstand,506.0,367.0,576.0,491.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,EAVES,no,
daman,,113.0,284.0,190.0,163.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,DAMAN,no,
dame,231.0,539.3333,552.0,557.3333,538.0,,2,3,3,3,3,0,0.0,47.6119,16.9706,19.3276,28.2843,,0.0,101,36.0,41.0,60.0,,2,3,DAME;LADY,yes,multiple_english_sources
dampf,420.5,500.0,525.5,542.0,433.0,661.0,4,4,4,4,2,4,112.5,45.0,26.5,49.0,0.0,85.0,225.0,90,53.0,98.0,0.0,170.0,2,4,STEAM;VAPOUR,yes,high_aoa_range;high_aoa_std;high_meaningfulness_paivio_range;high_meaningfulness_paivio_std;multiple_english_sources
dampfgarer,,458.0,591.0,616.0,,632.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,STEAMER,no,
danach,,575.0,242.0,217.0,302.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,AFTER,no,
dankbarkeit,,458.0,239.0,396.0,,432.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,GRATITUDE,no,
dann,,610.0,190.0,204.0,272.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,THEN,no,
dargestellt,,519.0,315.0,273.0,288.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,SHOWN,no,
darlehen,428.0,535.0,372.0,430.0,395.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,LOAN,no,
darstellen,,463.5,299.5,346.5,360.5,,0,4,4,4,4,0,,22.5,37.5,30.5,11.5,,,45,75.0,61.0,23.0,,2,4,DEPICT;PORTRAY,yes,multiple_english_sources
darsteller,,479.0,529.0,530.0,,648.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,PERFORMER,no,
das,,625.0,237.0,209.0,212.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,THE,no,
dass,,611.0,232.0,225.0,287.0,,0,5,5,5,5,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,5,THAT,no,
dasselbe,,569.0,248.0,326.0,437.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,SAME,no,
datei,,504.0,480.0,442.0,378.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,FILE,no,
datum,314.0,613.0,514.0,501.0,502.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,DATE,no,
dauerhaft,,526.0,336.0,390.0,447.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,PERMANENT,no,
daumen,183.0,601.0,638.0,599.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,THUMB,no,
debakel,,169.0,370.0,284.0,243.0,192.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,DEBACLE,no,
debatte,564.0,459.0,375.0,397.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DEBATE,no,
debüt,564.0,351.0,303.0,316.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DEBUT,no,
dechsel,,138.0,283.0,256.0,164.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,ADZE,no,
deck,347.0,507.0,566.0,539.0,445.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,DECK,no,
decke,211.0,547.0,614.0,569.5,444.0,,2,4,4,4,4,0,0.0,16.0,8.0,12.5,5.0,,0.0,32,16.0,25.0,10.0,,2,4,BLANKET;CEILING,yes,multiple_english_sources
definition,567.0,519.0,262.0,224.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DEFINITION,no,
dekoration,,517.0,507.0,526.0,,584.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,DECORATION,no,
delegation,611.0,412.0,406.0,356.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DELEGATION,no,
delirium,,317.0,318.0,481.0,,500.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,DELIRIUM,no,
dell,472.0,244.0,513.0,397.0,,456.0,1,1,1,1,0,1,,,,,,,0.0,0,0.0,0.0,,0.0,1,1,DELL,no,
delle,361.0,480.0,517.0,486.0,,,3,3,3,3,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,3,DENT,no,
delta,554.0,359.0,494.0,499.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DELTA,no,
demokratie,,566.0,298.0,364.0,502.0,572.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,DEMOCRACY,no,
demonstration,506.0,537.0,381.0,486.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DEMONSTRATION,no,
demütigung,,501.0,338.0,352.0,420.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,HUMILIATION,no,
den,,501.0,243.0,301.0,382.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,WHOM,no,
denken,,612.0,346.0,384.0,500.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,THINK,no,
denker,408.0,474.0,403.0,405.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,THINKER,no,
denkmal,444.0,455.0,558.0,543.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MONUMENT,no,
depression,550.0,541.0,303.0,453.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DEPRESSION,no,
depressiv,,547.0,,436.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,DEPRESSED,no,
deray,,181.0,268.0,261.0,223.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,DERAY,no,
derby,,456.0,495.0,495.0,387.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,DERBY,no,
deshalb,,556.0,199.0,243.0,300.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,THEREFORE,no,
design,403.0,538.0,444.0,407.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DESIGN,no,
desinfektionsmittel,433.0,499.0,578.0,529.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DISINFECTANT,no,
despot,650.0,313.0,364.0,297.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DESPOT,no,
dessen,,547.0,209.0,229.0,279.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,ITS,no,
detektiv,377.0,509.0,505.0,524.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DETECTIVE,no,
detonation,,339.0,408.0,443.0,334.0,548.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,DETONATION,no,
deutlich,,490.0,247.0,364.0,397.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,DISTINCT,no,
diadem,608.0,232.0,439.0,281.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DIADEM,no,
diagramm,,533.0,532.0,531.0,403.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,CHART,no,
diamant,339.0,512.0,610.0,623.0,470.0,784.0,3,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,3,DIAMOND,no,
dicht,,524.0,353.0,461.0,425.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,DENSE,no,
dichter,,544.0,552.0,518.0,,536.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,POET,no,
dichtung,,428.0,525.0,487.0,305.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,GASKET,no,
dick,,573.0,386.0,468.0,428.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,THICK,no,
dickicht,469.0,361.0,571.0,511.0,,604.0,1,1,1,1,0,1,,,,,,,0.0,0,0.0,0.0,,0.0,1,1,THICKET,no,
dieb,322.0,529.0,519.0,529.0,480.0,650.0,1,1,1,1,1,1,,,,,,,0.0,0,0.0,0.0,0.0,0.0,1,1,THIEF,no,
diebstahl,386.0,499.0,361.0,436.0,484.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,THEFT,no,
diener,406.0,437.0,515.0,508.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,SERVANT,no,
dienstleistung,397.0,560.0,364.0,408.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,SERVICE,no,
dienstmädchen,508.0,277.0,505.0,397.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,HANDMAID,no,
dies,,601.0,240.0,279.0,303.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,THIS,no,
diese,,558.5,257.0,257.0,303.0,,0,6,6,6,6,0,,11.5,3.0,10.0,5.0,,,23,6.0,20.0,10.0,,2,6,THESE;THOSE,yes,multiple_english_sources
diffusion,617.0,437.0,327.0,376.0,,567.0,2,2,2,2,0,2,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,1,2,DIFFUSION,no,
diktat,494.0,432.0,356.0,432.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DICTATION,no,
dime,,586.0,582.0,590.0,472.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,DIME,no,
dimension,528.0,483.0,274.0,355.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DIMENSION,no,
ding,,587.0,350.0,358.0,479.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,THING,no,
dip,331.0,466.0,479.0,456.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DIP,no,
diskriminierend,,509.0,,337.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,DISCRIMINATING,no,
diskussion,522.0,541.0,341.0,381.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DISCUSSION,no,
dislokation,561.0,399.0,396.0,418.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DISLOCATION,no,
disruptiv,,453.0,318.0,367.0,433.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,DISRUPTIVE,no,
distanzieren,,344.0,282.0,262.0,292.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,DISAVOW,no,
distel,333.0,463.0,611.0,624.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,THISTLE,no,
disziplin,,507.0,277.0,386.0,,604.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,DISCIPLINE,no,
dividende,580.0,387.0,366.0,313.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DIVIDEND,no,
docht,353.0,438.0,599.0,535.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,WICK,no,
dock,367.0,483.0,570.0,559.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DOCK,no,
dogma,,328.0,317.0,327.0,318.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,DOGMA,no,
dogmatisch,,320.0,,300.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,DOGMATIC,no,
dolch,,480.0,576.0,581.0,440.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,DAGGER,no,
dollar,,611.0,575.0,611.0,492.0,648.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,DOLLAR,no,
donner,,547.0,547.0,554.0,467.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,THUNDER,no,
donut,,566.0,606.0,599.0,411.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,DOUGHNUT,no,
doppelt,,463.0,344.0,426.0,385.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,DUAL,no,
dorf,317.0,524.0,576.0,578.0,528.0,532.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,VILLAGE,no,
dorn,,454.0,586.0,600.0,,644.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,THORN,no,
dort,,603.0,216.0,283.0,277.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,THERE,no,
dozent,,574.0,561.0,551.0,,588.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,LECTURER,no,
drache,,425.0,,,,,0,2,0,0,0,0,,0.0,,,,,,0,,,,,1,2,DRAGON,no,
drachen,,481.0,592.0,624.0,408.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,KITE,no,
draht,,556.0,585.0,564.0,378.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,WIRE,no,
drama,,534.0,375.0,482.0,492.0,700.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,DRAMA,no,
draufgängertum,,185.0,285.0,267.0,230.0,204.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,TEMERITY,no,
draußen,,607.0,,419.0,,,0,4,0,4,0,0,,0.0,,0.0,,,,0,,0.0,,,1,4,OUTSIDE,no,
dreck,,492.0,467.0,517.0,477.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,FILTH,no,
dreher,517.0,368.0,462.0,345.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,TURNER,no,
drehmaschine,,295.0,481.0,356.0,246.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LATHE,no,
drei,,581.0,439.0,495.0,398.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,THREE,no,
dreieck,,512.0,523.0,597.0,425.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,TRIANGLE,no,
dreirad,,436.0,,,,,0,2,0,0,0,0,,0.0,,,,,,0,,,,,1,2,TRICYCLE,no,
drittklasse,,193.0,416.0,341.0,,465.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,STEERAGE,no,
droge,464.0,539.0,555.0,564.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DRUG,no,
druck,444.0,544.0,379.0,446.0,,580.0,1,1,1,1,0,1,,,,,,,0.0,0,0.0,0.0,,0.0,1,1,PRESSURE,no,
dryade,681.0,180.0,371.0,251.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DRYAD,no,
drücken,,564.0,,395.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,PUSH,no,
dschungel,,439.0,,555.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,JUNGLE,no,
dudelsack,377.0,397.0,601.0,594.0,380.0,700.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,BAGPIPE,no,
duell,408.0,439.0,456.0,494.0,356.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,DUEL,no,
duft,,501.0,462.0,421.0,430.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,SCENT,no,
duldung,597.0,369.0,260.0,326.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,SUFFERANCE,no,
dumm,,558.4,344.4,390.6,511.0,,0,5,5,5,5,0,,6.8586,5.3889,7.8384,19.5959,,,14,11.0,16.0,40.0,,2,5,DUMB;STUPID,yes,multiple_english_sources
dummy,,478.0,551.0,562.0,,488.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,DUMMY,no,
dunkel,,546.5,449.5,518.0,457.5,,0,6,6,6,6,0,,51.5,47.5,68.0,90.5,,,103,95.0,136.0,181.0,,2,6,DARK;DIM,yes,high_meaningfulness_colorado_range;high_meaningfulness_colorado_std;multiple_english_sources
dunkelheit,242.0,578.0,419.0,622.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DARKNESS,no,
dunst,,484.0,509.0,521.0,423.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,HAZE,no,
durch,,587.0,274.0,320.0,390.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,THROUGH,no,
durchbohrt,,469.0,,475.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,PIERCED,no,
durchlauf,281.0,495.0,476.0,513.0,415.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,SWEEP,no,
durchschnitt,,579.0,,297.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,AVERAGE,no,
durchsichtig,,468.0,397.0,440.0,410.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,SHEER,no,
durstig,,602.0,451.0,482.0,443.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,THIRSTY,no,
dusche,342.0,593.0,588.0,615.0,454.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,SHOWER,no,
dutzend,319.0,568.0,396.0,525.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DOZEN,no,
dynamisch,,489.0,,387.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,DYNAMIC,no,
dynastie,,407.0,406.0,386.0,429.0,628.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,DYNASTY,no,
